Finds No,Unit No,Object,Completeness,Condition,Conservation?,Length (rivet/nail; mm),Diam (head_top; mm),Diam (head_base),Length (rove/strap; mm),width (rove/strap; mm),rove shape,head type,shaft type,length (between heads/staple ends; mm),Draw/Photo,Shaft diam (mm),Weight (g),Notes,Neat rivet hole,Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
3726,988,nail,fragment,light verdigris,TRUE,,13,,,,,domed,rolled,,FALSE,,0.26,possibly a flattened head of a mount - shaft missing,FALSE,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
3575,1022,nail,complete,light verdigris,TRUE,50,23,,,,,flat (irreg),forged,,FALSE,8,10.11,square shaped section; wood attached,FALSE,S21.1,1650,1690,1650-1690,1630-1690,School Room
3121,598,rivet,near complete,light verdigris,FALSE,30,10,,,,,flat (irreg),rolled,,FALSE,6,2.57,could also be  a nail,FALSE,S34.1,1880,1920,1880-1920,1870-1930,Silo Pit
4685,913,rivet,near complete,moderate verdigris,FALSE,23,13,,,,,flat (irreg),rolled,,FALSE,5,1.82,,FALSE,S21.1,1650,1690,1650-1690,1630-1690,School Room
3611,1009,rivet,complete,heavy verdigris,TRUE,23,11,,,,,flat (irreg),rolled,,FALSE,4,2.52,head bends off to one side; possibly not a rivet,FALSE,S21.1,1650,1690,1650-1690,1630-1690,School Room
3711,1035,rivet,fragment,heavy verdigris,FALSE,13,4,,,,,flat (irreg),rolled,,FALSE,3,1.01,,FALSE,S7.3,1800,1840,1800-1840,1780-1840,Vestibule & Corridor
4671,1144,rivet,fragment,moderate verdigris,TRUE,11,6,,,,,flat (irreg),rolled,,FALSE,2,0.3,shaft twisted,FALSE,MC.3,1750,1900,1750-1900,1750-1810,Midden Zone C
8720,1332,rivet,near complete,moderate verdigris,TRUE,19,6,,,,,flat (irreg),rolled,,FALSE,3,0.54,possibly a rivet,FALSE,S18.8,1790,1830,1790-1830,1780-1840,Midden
15590,1426,rivet,fragment,light verdigris,FALSE,8,,,,,,,rolled,,FALSE,4,0.14,shaft fragment,FALSE,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
8725,1447,rivet,near complete,moderate verdigris,TRUE,20,23,,,,,flat (irreg),rolled,,FALSE,8,9.67,,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
7369,1509,rivet,fragment,light verdigris,TRUE,6,,,,,,,rolled,,FALSE,2,0.05,tiny shaft fragment that bends,FALSE,S11.1,1690,1720,1690-1720,1690-1720,Living Quarters
7425,1627,rivet,complete,light verdigris,TRUE,8,3,,,,,flat (irreg),rolled,,FALSE,2,0.46,w/ bent shaft,FALSE,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
7445,1641,rivet,fragment,light verdigris,TRUE,18,,,,,,,rolled,,FALSE,4,0.49,shaft fragm; possibly not a rivet,FALSE,S18.6,1760,1770,1760-1770,1750-1780,Pantry
7449,1646,rivet,near complete,light verdigris,TRUE,16,8,7,,,,flat (irreg),rolled,12,FALSE,4,1.09,base head has fallen off and might be from another artefact; use head_base and length between heads measurements with caution!,FALSE,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
7464,1679,rivet,near complete,light verdigris,TRUE,16,5,,,,,flat (irreg),rolled,,FALSE,4,0.85,,FALSE,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
10160,1774,rivet,fragment,light verdigris,FALSE,20,,,,,,,rolled,,FALSE,4,0.65,shaft end and head absent,FALSE,S5.1,1720,1740,1720-1740,1720-1750,Bishops Dining Room
10219,2060,rivet,near complete,light verdigris,TRUE,25,15,6,,,,flat (irreg),rolled,,FALSE,5,3.54,,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
10222,2089,rivet,complete,light verdigris,TRUE,16,8,,,,,flat (irreg),rolled,,FALSE,3,0.36,possibly a nail,FALSE,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
10234,2122,rivet,near complete,light verdigris,TRUE,11,7,4,,,,flat (irreg),rolled,9,FALSE,3,0.42,might go with ID 175 - separate in bag,FALSE,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
10280,2240,rivet,complete,moderate verdigris,TRUE,20,4,,,,,flat (irreg),rolled,,FALSE,3,0.91,,FALSE,S18.4,1700,1740,1700-1740,1690-1750,Pantry
10334,2398,rivet,near complete,moderate verdigris,TRUE,8,8,,9,9,square,,forged,,FALSE,3,3.94,Square sectioned rivet with a rove,FALSE,S17.5,1720,1750,1720-1750,1720-1750,Meat Store
10363,2459,rivet,complete,light verdigris,TRUE,,,,41,13,diamond,,rolled,,FALSE,,2.69,rove has a decorative aspect towards each end - small protuding corners,FALSE,S8.1,1720,1750,1720-1750,1720-1750,Nursery
10385,2512,rivet,near complete,heavy verdigris,FALSE,10,9,,,,,flat (irreg),rolled,,FALSE,6,1.87,possibly something else (heavy verdigris),FALSE,S18.1,1670,1680,1670-1680,1660-1690,Pantry
15544,2542,rivet,near complete,light verdigris,TRUE,7,5,4,,,,flat (irreg),rolled,6,FALSE,3,0.56,,FALSE,S10.1,1700,1740,1700-1740,1690-1750,Kitchen
17019,2913,rivet,near complete,moderate verdigris,FALSE,13,5,,,,,flat (irreg),rolled,,FALSE,4,0.32,,FALSE,S17.2,1690,1700,1690-1700,1690-1720,Meat Store
13776,2971,rivet,near complete,light verdigris,TRUE,9,10,,,,,flat (irreg),rolled,,FALSE,4,1.22,part of shaft missing;,FALSE,S17.1,1670,1690,1670-1690,1660-1690,Meat Store
13773,2983,rivet,fragment,light verdigris,TRUE,10,9,,,,,flat (irreg),rolled,,FALSE,6,1.85,metal plate attached - possibly a clench bolt,FALSE,S17.1,1670,1690,1670-1690,1660-1690,Meat Store
14988,3010,rivet,complete,light verdigris,TRUE,22,12,,,,,flat (irreg),rolled,,FALSE,9,2.04,could be a nail;,FALSE,S17.1,1670,1690,1670-1690,1660-1690,Meat Store
1034,1,rove,fragment,moderate verdigris,FALSE,,,,32,26,diamond,,,,FALSE,,2.45,seems to be one half of a rove possibly with rivet attached,FALSE,LH,,1958,1958,1930-1960,Levelling Horizon
536,27,rove,complete,moderate verdigris,TRUE,,,,10,4,diamond,,,,FALSE,,0.06,,FALSE,S33.1,1880,1952,1880-1952,1870-1960,Stables
545,38,rove,near complete,light verdigris,TRUE,,,,29,6,diamond,,,,FALSE,,0.88,,FALSE,S32.1,1850,1890,1850-1890,1840-1900,Forge
3557,166,rove,complete,moderate verdigris,FALSE,,,,31,10,diamond,,,,FALSE,,1.01,,FALSE,S9.2,1800,1880,1800-1880,1780-1900,Living Quarters
1370,248,rove,near complete,moderate verdigris,FALSE,,,,14,15,square,,,,FALSE,,0.69,,TRUE,S5.5,1800,1830,1800-1830,1780-1840,Pantry/Study & Library
1370,248,rove,near complete,moderate verdigris,FALSE,,,,15,14,square,,,,FALSE,,0.7,,TRUE,S5.5,1800,1830,1800-1830,1780-1840,Pantry/Study & Library
4365,268,rove,complete,light verdigris,FALSE,,,,15,7,diamond,,,,FALSE,,0.35,wood seems to be attached to this tiny rove,FALSE,S5.4,1780,1800,1780-1800,1780-1810,Pantry/Study & Library
2293,455,rove,fragment,moderate verdigris,FALSE,,,,19,12,diamond,,,,FALSE,,0.6,half of rove present; rivet hole not visible so could be something else.,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
2300,457,rove,near complete,light verdigris,TRUE,,,,16,11,irreg/other,,,,FALSE,,0.61,shape like something between diamond and square; washer?,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
3059,596,rove,fragment,light verdigris,FALSE,,,,12,9,square,,,,FALSE,,0.52,half present,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
3059,596,rove,fragment,light verdigris,FALSE,,,,18,10,irreg/other,,,,FALSE,,0.56,folded together,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
19359,1450,rove,near complete,light verdigris,TRUE,,,,39,9,irreg/other,,,,FALSE,,0.94,triangle shaped,TRUE,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
7370,1512,rove,fragment,moderate verdigris,TRUE,,,,24,13,diamond,,,,FALSE,,,looks like exactly one half of a diamond rove but might be some other kind of fastener.,FALSE,S5.1,1720,1740,1720-1740,1720-1750,Bishops Dining Room
7455,1654,rove,complete,moderate verdigris,TRUE,,,,27,15,diamond,,,,FALSE,,1.25,bent in one side,FALSE,S18.6,1760,1770,1760-1770,1750-1780,Pantry
7458,1675,rove,fragment,light verdigris,TRUE,,,,32,15,diamond,,,,FALSE,,1.28,,FALSE,S18.6,1760,1770,1760-1770,1750-1780,Pantry
10219,2060,rove,near complete,light verdigris,FALSE,,,,80,23,diamond,,,,FALSE,,9.21,2 fragments that go together. Possibly rivet 181 went with them.,FALSE,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
10234,2122,rove,near complete,light verdigris,TRUE,,,,23,11,diamond,,,,FALSE,,1,might go with ID 174 - separate in bag,FALSE,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
10244,2139,rove,fragment,moderate verdigris,TRUE,,,,31,21,diamond,,,,FALSE,,1.92,,FALSE,S18.4,1700,1740,1700-1740,1690-1750,Pantry
