Finds No,Unit No,Count,Weight,Thickness,Colour,Bubbles,Original Edge,Fracture Edge,Ridge Lines,Shadow Lines,Quarry shape,Length,Width,Quarry size,Burnt,Patina,Decoration,scratch type,Scratchings,object,Completeness,Other Comments,Control reading,Translucency reading,Percentage translusency,Building Phases_Building Phase,Real Date,Start Date,End Date,Period_Date,Attribution,GroupNo,Space,Unit type,Unit entropy,Sieved
15343,2687,4,2.45,2,dark green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2658,2551,Floor,in situ,TRUE
15202,2693,1,1.51,2,light green,None,Chipped,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2658,2551,Floor,in situ,TRUE
17432,2695,2,1.55,2,colourless,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2658,2551,Floor,in situ,TRUE
17471,2903,1,0.21,2,light green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2658,2551,Floor,in situ,TRUE
15310,2684,1,0.36,2.2,light green,,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2658,2551,Floor,in situ,TRUE
11111,1861,2,3.54,2.8,dark green,None,Chipped,Straight,,FALSE,,,,,FALSE,slight,,decoration?,"One piece has a spot of a few short shallow scratches, not connected to an edge, perhaps decoration or markings to mark a spot.",?pane,,,11.45,8.33,0.727510917,S31.2,1700-1720,1700,1720,1690-1720,Bishops Dining Room,1904,1904,Wall,disorganized,FALSE
17463,2695,1,1.8,3,light green,None,,jagged,,FALSE,,,,,TRUE,moderate,,,,?pane,,"fractured glass, probably caused by heat.",,,,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2658,2551,Floor,in situ,TRUE
15310,2684,1,1.35,3.2,dark green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,"the slight curvature of the fragment, along with its thickness, would indicate it is a fragment from a vessel.",,,,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2658,2551,Floor,in situ,TRUE
19264,2872,1,0.2,,light green,,chipped,,,FALSE,,,,,FALSE,moderate,,,,pane,,chipped/bevelled edge; sample 363,,,,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2863,2551,Floor,in situ,TRUE
15326,2649,1,4.58,1.4,light green,None,Chipped;Cut,,,TRUE,square/rectangular,34,37,34 x 37,FALSE,slight,,,,pane,c,"Probably a complete pane. Clear signs of reuse, originally a cut edge with a clear shadow line, later resized by chipping, including chipping at the original cut edge, with no new shadow line appearing.",,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15337,2655,1,2.2,1.3,light green,None,Cut & Chipped,,,TRUE,triangle,44,28,"length 44mm, width 28mm",FALSE,moderate,,,,pane,c,"Complete triangular pane, cut on two sides and chipped on the third",,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15388,2637,1,1.76,1.4,light green,Occasional,Chipped;Cut,Straight,straight,TRUE,arched,,,,FALSE,moderate,,,,pane,,"Seems to be an arched pane, where the straight edges are cut and the arch chipped. The radius of the curve is quite large, 14 - 16 cm.",,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
11543,2521,5,11.7,1.5,light green,Occasional,Chipped,Wavy,,TRUE,circular/oval,,,,FALSE,slight,,ND,Scratch mark on one piece,pane,,one piece is irregular rounded shaped,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2520,2520,Floor,in situ,FALSE
15340,2652,11,6.64,1,light green,Occasional,Cut,Straight,,TRUE,curved,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15357,2638,1,3.09,1.1,,None,Cut & Chipped,Straight,,TRUE,diamond/lozenge,,,,FALSE,slight,,,,pane,,"Fragment from a diamond shaped pane, chipped on two sides, and cut on one",,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15390,2651,2,2.33,1.2,dark green,Occasional,Chipped,Straight,,TRUE,diamond/lozenge,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15345,2707,4,3.47,1.2,dark green,None,Cut & Chipped,Straight,,TRUE,diamond/lozenge,,,47,FALSE,slight,,,,pane,,chipped on one side,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
17447,2643,2,0.74,1.4,colourless,Occasional,Chipped,Straight,,FALSE,diamond/lozenge,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
11543,2521,3,6.76,1.5,dark green,Occasional,Cut & Chipped,Straight,,TRUE,diamond/lozenge,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2520,2520,Floor,in situ,FALSE
15403,2521,1,2.65,1.8,light green,Occasional,Chipped,Straight,,FALSE,diamond/lozenge,,,,FALSE,slight,,letter,"Scratched with marks that seems to be letters, perhaps ""ML""",pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2520,2520,Floor,in situ,FALSE
15335,2676,1,1.14,1.1,dark green,Frequent,Chipped,Straight,,FALSE,D-spandrel,,,23 mm (length of the only complete edge),FALSE,absent,,,,pane,,Half a diamond shaped spandrel.,11.2,6.34,0.566071429,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15335,2676,1,2.83,1.4,light green,None,Chipped,Straight,,TRUE,D-spandrel,,,47,FALSE,slight,,,,pane,,diamond shaped spandrel,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15252,2780,1,1.44,1,light green,None,Cut & Chipped,Straight,,TRUE,half circle,,,,FALSE,moderate,,,,pane,,Could also be semi-circle,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2520,2520,Floor,in situ,FALSE
15358,2709,1,0.7,1.2,light green,Occasional,Cut,,,TRUE,other,,,,FALSE,slight,,,,pane,,Droplet shape,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
17346,2713,1,0.65,1.5,light green,None,Cut,Straight,,TRUE,spandrel,,,,FALSE,,,,,pane,,,,,,S17.4,1710-1720,1710,1720,1690-1720,Meat Store,2659,1680,Floor,in situ,FALSE
17461,2639,4,1.07,1,light green,Occasional,Cut,Straight,,FALSE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15322,2707,3,3.18,1,light green,Occasional,Chipped;Cut,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15357,2638,8,5.16,1,light green,Occasional,Chipped,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15409,2672,21,14.4,1,light green,Occasional,Chipped;Cut,Straight,curved,TRUE,square/rectangular,,,,FALSE,slight,,edge - parallel lines,some pieces have linear  scratch marks close to edges. The scratch marks are 2mm in thickness.,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15394,2643,15,22.45,1,light green,Occasional,Chipped;Cut,Straight,,TRUE,square/rectangular,,,,FALSE,moderate,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15387,2641,13,24.82,1,light green,Occasional,Cut,Straight,,FALSE,square/rectangular,,,,FALSE,moderate,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15401,2521,25,49.21,1,light green,Occasional,Chipped;Cut;Cut & Chipped,Straight,curved,TRUE,square/rectangular,,,,FALSE,moderate,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2520,2520,Floor,in situ,FALSE
17415,2699,1,0.2,1.1,light green,None,Cut,Straight,,TRUE,square/rectangular,9,7,"length 9mm, width 7mm",FALSE,moderate,,,,pane,,the shadow lines could also possibly be dirt,,,,S17.4,1710-1720,1710,1720,1690-1720,Meat Store,2660,2326,Floor,in situ,FALSE
15252,2780,43,33.91,1.1,light green,Occasional,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2520,2520,Floor,in situ,FALSE
15276,2701,6,4.5,1.2,light green,Occasional,Chipped,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15322,2707,2,2.95,1.4,dark green,None,Chipped,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15196,2788,2,9.75,1.4,light green,None,Chipped;Cut,Straight,,TRUE,square/rectangular,,,,FALSE,moderate,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2520,2520,Floor,in situ,TRUE
15394,2643,4,17.1,1.4,light green,Occasional,Chipped,Straight,,TRUE,square/rectangular,,,,FALSE,moderate,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15394,2643,9,27.11,1.4,light green,Occasional,Beaded;Chipped;Cut,Straight,,TRUE,square/rectangular,,,,FALSE,moderate,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
17466,2653,9,3.94,1.5,light green,Occasional,Chipped,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15342,2710,1,3.17,1.8,light green,Occasional,Chipped,Straight,,TRUE,square/rectangular,27,,length 27mm,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15201,2782,4,11.25,1.8,dark green,Occasional,Cut,Straight,,TRUE,square/rectangular,,,,FALSE,slight,,decoration?,"two sets of broad scratched lines, meet at an angle, may be part of an inscription or a decorative design",pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2520,2520,Floor,in situ,FALSE
14356,2648,1,0.93,1,colourless,None,Chipped,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
14336,2709,4,1.45,1,light green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,ND,scratch mark on one piece,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15375,2703,5,1.48,1,light green,Occasional,Cut,Straight,,FALSE,straight-sided,,,,FALSE,,,edge - line,scratch mark parallel to edge on one piece,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15266,2703,3,2.46,1,light green,None,Chipped,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15368,2654,3,2.73,1,light green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15335,2676,3,2.95,1,light green,Occasional,Cut,Straight,,FALSE,straight-sided,,,,FALSE,absent,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
14336,2709,5,3.07,1,light green,None,Chipped,Straight,,TRUE,straight-sided,,,,FALSE,,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15388,2637,8,4.84,1,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15355,2644,7,8.4,1,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
14337,2672,3,0.76,1.1,light green,Occasional,Cut & Chipped,Straight,,FALSE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
17462,2676,3,1.94,1.1,light green,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
17448,2655,1,1.53,1.2,light green,,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,ND,"a scratched line, not parallel or close to the cut edge",pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
17354,2713,2,0.78,1.2,light green,None,,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,one fragment is heavily water rolled,,,,S17.4,1710-1720,1710,1720,1690-1720,Meat Store,2659,1680,Floor,in situ,FALSE
14324,2736,2,1.18,1.2,light green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S17.4,1710-1720,1710,1720,1690-1720,Meat Store,2659,1680,Floor,in situ,FALSE
15321,2709,2,1.91,1.2,light green,None,Cut,Straight,,TRUE,straight-sided,,,,FALSE,,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
17447,2643,5,1.92,1.2,light green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15326,2649,7,2.78,1.2,light green,Occasional,Chipped,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15316,2701,2,2.81,1.2,light green,None,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15379,2674,3,3.02,1.2,light green,Occasional,Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,edge - line,A straight and deep scratch along what seem like a cut edge.,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15337,2655,3,5.23,1.2,light green,None,Cut,Straight,,FALSE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15358,2709,6,5.41,1.2,light green,Occasional,Chipped,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15340,2652,7,6.4,1.2,light green,None,Chipped;Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
14300,2672,25,6.57,1.2,light green,None,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,ND,several fragments have straight parallel scratch marks,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
11543,2321,12,11.88,1.2,light green,Occasional,Cut & Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2520,2520,Floor,in situ,FALSE
17978,2919,1,0.6,1.2,light green,None,Cut,Straight,,TRUE,straight-sided,,,,TRUE,heavy,,,,pane,,,,,,S17.4,1710-1720,1710,1720,1690-1720,Meat Store,2659,1680,Floor,in situ,FALSE
15326,2649,1,0.96,1.4,colourless,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15349,2650,3,1.38,1.4,dark green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15114,2649,2,2.1,1.4,light green,Occasional,,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15394,264,2,3.28,1.4,colourless,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
14300,2672,4,4.36,1.4,light green,Occasional,,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15326,2649,5,4.42,1.4,light green,Occasional,Chipped;Cut,Straight,,FALSE,straight-sided,,,,FALSE,slight,,edge - parallel lines,one fragment has several scratch lines parallel to its original edge.,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
17351,2780,8,8,1.4,light green,None,Chipped;Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2520,2520,Floor,in situ,FALSE
15386,2677,2,0.77,1.5,light green,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,ND,scratch mark on one piece,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
17417,2665,1,0.51,1.5,colourless,None,Cut & Chipped,Straight,,FALSE,straight-sided,,,,FALSE,moderate,,,,pane,,,10.54,9.42,0.89373814,S17.4,1710-1720,1710,1720,1690-1720,Meat Store,2659,1680,Floor,in situ,FALSE
15342,2710,2,1.16,1.5,light green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,ND,scratch mark on both pieces,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15323,2641,10,5.74,1.5,light green,,Chipped;Cut,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
17460,2652,11,8.82,1.5,light green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
17351,2780,1,1.46,1.6,colourless,None,Chipped,Straight,,TRUE,straight-sided,,,,FALSE,moderate,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2520,2520,Floor,in situ,FALSE
15390,2651,2,3.03,1.6,light green,Occasional,Beaded,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
17351,2780,7,5.19,1.6,light green,None,Chipped;Cut & Chipped,Straight,,TRUE,straight-sided,,,,FALSE,slight,,edge - parallel lines,"one piece has two sets of scratched lines, one right up against a cut and chipped edge, and one ca. 4 mm further in",pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2520,2520,Floor,in situ,FALSE
17465,2702,1,0.19,1.8,colourless,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
14300,2672,3,1.61,1.8,light green,Occasional,Beaded,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
17372,2782,1,0.65,2,light green,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2520,2520,Floor,in situ,FALSE
17370,2780,1,0.76,2,dark green,None,Beaded,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2520,2520,Floor,in situ,FALSE
15342,2710,1,2.06,2,dark green,Occasional,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,edge - line,Scratch mark on glass adjacent to chipped edge,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
17363,2788,3,2.07,2,light green,Occasional,Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,A faint but thick line of wheel-made scratches,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2520,2520,Floor,in situ,TRUE
17466,2652,3,2.3,2,light green,None,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,slight,,letter,"scratched inscription, perhaps ""MR"", or ""ML""",pane,,"slightly bluish tint,",,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15348,2653,23,17.01,2,light green,Occasional,Chipped;Cut,Straight,,TRUE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15340,2652,1,0.88,2.5,light green,None,Chipped,Straight,,TRUE,straight-sided,,,,TRUE,slight,,letter?,"Distinct scratch marks, may be an inscription similar to ID 17 and ID 66",pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15252,2780,4,9.02,2.5,light green,Frequent,Beaded,Straight,,FALSE,straight-sided,,,,FALSE,slight,,,,pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2520,2520,Floor,in situ,FALSE
15410,2672,8,35.51,4,light green,,Chipped,Straight,,FALSE,straight-sided,,,,FALSE,heavy,,,,pane,,one of the vessel piece has been chipped,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15326,2649,1,1.81,1.2,light green,Occasional,Cut,Wavy,,FALSE,triangle,66,,height: 66,FALSE,slight,,,,pane,,"appears to be a large triangular pane, with very rounded edges.",,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
17460,2652,1,2.41,1.8,light green,Frequent,Cut & Chipped,Straight,,TRUE,triangle,,,32,FALSE,slight,,,,pane,,"triangular pane, cut on one side and chipped on two",,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15316,2701,2,0.38,0.8,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
17359,2788,3,0.64,0.9,light green,None,,Straight,,FALSE,,,,,FALSE,moderate,,,,?pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2520,2520,Floor,in situ,TRUE
15324,2673,1,0.23,1,light green,None,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
15321,2709,2,0.36,1,light green,Occasional,,Straight,,FALSE,,,,,FALSE,slight,,,,?pane,,,,,,S25.2,1710-1720,1710,1720,1690-1720,Boys Lodge (servants?),2521,2520,Floor,in situ,FALSE
